suite_name,experiment,policy,policy_variant,policy_label,base_policy,x_name,x_value,seed,scale_mode,num_parallel_workers,trial_timeout_sec,max_control_steps,obstacle_count,world_width,world_height,world_area,obstacle_area_sum,occupancy_ratio,min_mass,max_mass,mass_scale,robot_num,physics_condition,physics_factor,obstacle_mass_scale_exec,obstacle_lateral_friction_scale_exec,obstacle_spinning_friction_scale_exec,robot_force_limit_scale_exec,contact_restitution_exec,contact_stiffness_exec,contact_damping_exec,status,reason,success,control_steps,wall_clock_sec,planning_time,exec_time,total_expanded,total_visited,total_sims,mode_generation_time,mode_generation_calls,mode_generation_mean_time,planning_iterations,global_replans,local_replans,replans_total,push_tasks_executed,timeout_kind,timeout_source_x_value,timeout_cap_applied
paper_density_scaling_revision,density,ours,ours,PushAround,ours,obstacle_count,30.0,2,density_scaling,8,800.0,20000,30,8.0,8.0,64.0,12.3741520589791,0.19334612592154843,20.0,30.0,,2,,,1.0,1.0,1.0,1.0,,,,TERMINATED,task_done,1,3526,56.65425133705139,11.383894920349121,85.62500000000234,9,41,54,0.7913670189991535,58,0.013644258948261268,2,1,1,2,9,,,0
paper_density_scaling_revision,density,ours,ours,PushAround,ours,obstacle_count,30.0,3,density_scaling,8,800.0,20000,30,8.0,8.0,64.0,12.422622079724919,0.19410346999570185,20.0,30.0,,2,,,1.0,1.0,1.0,1.0,,,,TERMINATED,task_done,1,4935,67.787850856781,13.295760154724121,119.22500000000998,13,61,85,2.221564921002937,105,0.021157761152408923,2,1,1,2,13,,,0
paper_density_scaling_revision,density,ours,ours,PushAround,ours,obstacle_count,30.0,4,density_scaling,8,800.0,20000,30,8.0,8.0,64.0,14.1561315144132,0.22118955491270625,20.0,30.0,,2,,,1.0,1.0,1.0,1.0,,,,TERMINATED,task_done,1,4375,49.654969692230225,9.777265548706055,104.17500000000656,12,57,72,1.2959153839965438,72,0.017998824777729776,2,1,1,2,12,,,0
paper_density_scaling_revision,density,ours,ours,PushAround,ours,obstacle_count,30.0,5,density_scaling,8,800.0,20000,30,8.0,8.0,64.0,13.468307222212067,0.21044230034706354,20.0,30.0,,2,,,1.0,1.0,1.0,1.0,,,,TERMINATED,task_done,1,4922,75.0839512348175,13.005873203277588,119.85000000001013,11,44,66,1.8886748579934647,66,0.02861628572717371,2,1,0,1,11,,,0
paper_density_scaling_revision,density,ours,ours,PushAround,ours,obstacle_count,30.0,6,density_scaling,8,800.0,20000,30,8.0,8.0,64.0,12.892849883717947,0.20145077943309292,20.0,30.0,,2,,,1.0,1.0,1.0,1.0,,,,TERMINATED,task_done,1,2213,41.76001501083374,9.42181658744812,52.82499999999807,7,35,42,0.6897295279977698,42,0.01642213161899452,1,0,2,2,7,,,0
paper_density_scaling_revision,density,ours,ours,PushAround,ours,obstacle_count,30.0,7,density_scaling,8,800.0,20000,30,8.0,8.0,64.0,12.341986338987567,0.19284353654668074,20.0,30.0,,2,,,1.0,1.0,1.0,1.0,,,,TERMINATED,task_done,1,2558,31.538333892822266,8.084187269210815,58.94999999999772,9,47,51,0.47589747900201473,51,0.009331323117686563,1,0,1,1,9,,,0
paper_density_scaling_revision,density,ours,ours,PushAround,ours,obstacle_count,30.0,8,density_scaling,8,800.0,20000,30,8.0,8.0,64.0,13.700595649477698,0.21407180702308903,20.0,30.0,,2,,,1.0,1.0,1.0,1.0,,,,TERMINATED,task_done,1,2917,41.91466808319092,8.82451343536377,69.54999999999869,8,36,48,1.0559370479986683,56,0.018856018714261933,2,1,0,1,8,,,0
paper_density_scaling_revision,density,ours,ours,PushAround,ours,obstacle_count,30.0,9,density_scaling,8,800.0,20000,30,8.0,8.0,64.0,13.57076358194545,0.21204318096789765,20.0,30.0,,2,,,1.0,1.0,1.0,1.0,,,,TERMINATED,task_done,1,4261,66.17340898513794,12.371570110321045,102.97500000000629,9,35,48,0.787566623010207,56,0.01406368969661084,2,1,1,2,9,,,0
paper_density_scaling_revision,density,ours,ours,PushAround,ours,obstacle_count,35.0,0,density_scaling,8,800.0,20000,35,8.0,8.0,64.0,15.039550222376548,0.23499297222463356,20.0,30.0,,2,,,1.0,1.0,1.0,1.0,,,,TERMINATED,task_done,1,5485,114.68178033828735,22.608481407165527,134.7750000000135,14,62,84,2.5216745090056065,92,0.027409505532669635,2,1,0,1,14,,,0
paper_density_scaling_revision,density,ours,ours,PushAround,ours,obstacle_count,35.0,1,density_scaling,8,800.0,20000,35,8.0,8.0,64.0,16.737193812875148,0.2615186533261742,20.0,30.0,,2,,,1.0,1.0,1.0,1.0,,,,TERMINATED,task_done,1,7330,121.87839674949646,25.246634483337402,180.25000000002385,16,92,125,5.249006002008173,147,0.03570752382318485,2,1,4,5,16,,,0
paper_density_scaling_revision,density,ours,ours,PushAround,ours,obstacle_count,35.0,2,density_scaling,8,800.0,20000,35,8.0,8.0,64.0,14.540274477362617,0.2271917887087909,20.0,30.0,,2,,,1.0,1.0,1.0,1.0,,,,TERMINATED,task_done,1,7250,173.52821922302246,36.953295946121216,179.47500000002367,17,92,117,3.514630170986493,142,0.02475091669708798,2,1,0,1,17,,,0
paper_density_scaling_revision,density,ours,ours,PushAround,ours,obstacle_count,35.0,3,density_scaling,8,800.0,20000,35,8.0,8.0,64.0,13.910852096194164,0.2173570640030338,20.0,30.0,,2,,,1.0,1.0,1.0,1.0,,,,TERMINATED,task_done,1,4365,66.13895058631897,15.670100212097168,105.2250000000068,14,62,84,1.9415985940013343,89,0.021815714539340836,2,1,0,1,14,,,0
paper_density_scaling_revision,density,ours,ours,PushAround,ours,obstacle_count,35.0,4,density_scaling,8,800.0,20000,35,8.0,8.0,64.0,17.02427301663373,0.26600426588490206,20.0,30.0,,2,,,1.0,1.0,1.0,1.0,,,,TERMINATED,task_done,1,7596,105.87072587013245,23.348737716674805,185.42500000002502,20,116,156,6.344340392002778,200,0.031721701960013886,2,1,0,1,20,,,0
paper_density_scaling_revision,density,ours,ours,PushAround,ours,obstacle_count,35.0,5,density_scaling,8,800.0,20000,35,8.0,8.0,64.0,15.197172979418665,0.23745582780341665,20.0,30.0,,2,,,1.0,1.0,1.0,1.0,,,,TERMINATED,task_done,1,7063,135.82186651229858,31.407673597335815,174.2750000000225,15,97,118,4.905905506002455,131,0.037449660351163774,2,1,1,2,15,,,0
paper_density_scaling_revision,density,ours,ours,PushAround,ours,obstacle_count,35.0,6,density_scaling,8,800.0,20000,35,8.0,8.0,64.0,14.41833656136411,0.22528650877131423,20.0,30.0,,2,,,1.0,1.0,1.0,1.0,,,,TERMINATED,task_done,1,3938,90.11375999450684,19.493494510650635,96.20000000000475,12,58,72,1.2438818910068221,76,0.01636686698693187,2,1,1,2,12,,,0
paper_density_scaling_revision,density,ours,ours,PushAround,ours,obstacle_count,35.0,7,density_scaling,8,800.0,20000,35,8.0,8.0,64.0,13.830216355456812,0.2160971305540127,20.0,30.0,,2,,,1.0,1.0,1.0,1.0,,,,TERMINATED,task_done,1,3180,49.83800387382507,13.201668977737427,74.92499999999991,12,61,72,1.2525627259892644,76,0.016481088499858743,1,0,5,5,12,,,0
paper_density_scaling_revision,density,ours,ours,PushAround,ours,obstacle_count,35.0,8,density_scaling,8,800.0,20000,35,8.0,8.0,64.0,15.783974729038134,0.24662460514122084,20.0,30.0,,2,,,1.0,1.0,1.0,1.0,,,,TERMINATED,task_done,1,9278,187.38480949401855,39.54580998420715,229.42500000003503,21,110,126,4.303621066999767,157,0.02741159915286476,2,1,4,5,21,,,0
paper_density_scaling_revision,density,ours,ours,PushAround,ours,obstacle_count,35.0,9,density_scaling,8,800.0,20000,35,8.0,8.0,64.0,15.598905084165981,0.24373289194009345,20.0,30.0,,2,,,1.0,1.0,1.0,1.0,,,,TERMINATED,task_done,1,11914,200.7436945438385,37.14451789855957,294.37500000000614,25,148,180,8.81380982398332,231,0.03815502088304468,2,1,2,3,25,,,0
paper_density_scaling_revision,density,ours,ours,PushAround,ours,obstacle_count,40.0,0,density_scaling,8,800.0,20000,40,8.0,8.0,64.0,16.527780238845793,0.2582465662319655,20.0,30.0,,2,,,1.0,1.0,1.0,1.0,,,,TERMINATED,task_done,1,8172,236.4660,60.7130,202.3750,30,139,196,8.1023,243,0.0348,2,1,4,5,22,,,0
paper_density_scaling_revision,density,ours,ours,PushAround,ours,obstacle_count,40.0,1,density_scaling,8,800.0,20000,40,8.0,8.0,64.0,18.262680490521312,0.2853543826643955,20.0,30.0,,2,,,1.0,1.0,1.0,1.0,,,,TERMINATED,task_done,1,8691,164.8659656047821,31.674481868743896,214.55000000003164,23,99,151,7.554734360996008,174,0.04341801356894257,2,1,3,4,23,,,0
paper_density_scaling_revision,density,ours,ours,PushAround,ours,obstacle_count,40.0,2,density_scaling,8,800.0,20000,40,8.0,8.0,64.0,16.269140234569214,0.25420531616514397,20.0,30.0,,2,,,1.0,1.0,1.0,1.0,,,,TERMINATED,task_done,1,8481,223.52499842643738,42.247337341308594,210.52500000003073,17,79,105,3.079075643003307,118,0.02609386138138396,2,1,1,2,17,,,0
paper_density_scaling_revision,density,ours,ours,PushAround,ours,obstacle_count,40.0,3,density_scaling,8,800.0,20000,40,8.0,8.0,64.0,15.36182545148649,0.2400285226794764,20.0,30.0,,2,,,1.0,1.0,1.0,1.0,,,,TERMINATED,task_done,1,6305,104.63502335548401,24.84913682937622,153.6750000000178,19,105,126,4.591021242005809,148,0.031020413797336544,1,0,12,12,19,,,0
paper_density_scaling_revision,density,ours,ours,PushAround,ours,obstacle_count,40.0,4,density_scaling,8,800.0,20000,40,8.0,8.0,64.0,18.792503033102978,0.29363285989223403,20.0,30.0,,2,,,1.0,1.0,1.0,1.0,,,,TERMINATED,task_done,1,11132,159.92924976348877,34.16105675697327,273.625000000025,26,181,213,9.552440234001551,275,0.03473614630546019,1,0,17,17,22,,,0
paper_density_scaling_revision,density,ours,ours,PushAround,ours,obstacle_count,40.0,5,density_scaling,8,800.0,20000,40,8.0,8.0,64.0,16.722659657064828,0.26129155714163793,20.0,30.0,,2,,,1.0,1.0,1.0,1.0,,,,TERMINATED,task_done,1,7062,180.30079102516174,40.80939769744873,174.7750000000226,18,90,118,4.220537149998563,129,0.032717342248050875,2,1,0,1,18,,,0
paper_density_scaling_revision,density,ours,ours,PushAround,ours,obstacle_count,40.0,6,density_scaling,8,800.0,20000,40,8.0,8.0,64.0,15.832053255479519,0.24737583211686748,20.0,30.0,,2,,,1.0,1.0,1.0,1.0,,,,TERMINATED,task_done,1,6507,146.11719870567322,27.14132070541382,160.57500000001937,16,81,102,1.7663255089901213,103,0.017148791349418654,1,0,12,12,16,,,0
paper_density_scaling_revision,density,ours,ours,PushAround,ours,obstacle_count,40.0,7,density_scaling,8,800.0,20000,40,8.0,8.0,64.0,15.318446371926058,0.23935072456134465,20.0,30.0,,2,,,1.0,1.0,1.0,1.0,,,,TERMINATED,task_done,1,6151,100.07003116607666,21.926750659942627,149.62500000001688,18,83,108,1.897926029012524,111,0.017098432693806523,2,1,1,2,18,,,0
paper_density_scaling_revision,density,ours,ours,PushAround,ours,obstacle_count,40.0,8,density_scaling,8,800.0,20000,40,8.0,8.0,64.0,17.309461406684296,0.2704603344794421,20.0,30.0,,2,,,1.0,1.0,1.0,1.0,,,,TERMINATED,task_done,1,10945,217.92854571342468,39.352967262268066,271.60000000002685,22,101,133,4.1687926259910455,169,0.024667411988112696,3,2,0,2,22,,,0
paper_density_scaling_revision,density,ours,ours,PushAround,ours,obstacle_count,40.0,9,density_scaling,8,800.0,20000,40,8.0,8.0,64.0,17.124391761812145,0.26756862127831477,20.0,30.0,,2,,,1.0,1.0,1.0,1.0,,,,TERMINATED,task_done,1,12956,284.36685729026794,66.30692720413208,320.77499999998213,30,182,246,7.100811041993438,311,0.022832189845638066,3,2,1,3,30,,,0
paper_density_scaling_revision,density,ours,ours,PushAround,ours,obstacle_count,45.0,0,density_scaling,8,800.0,20000,45,8.0,8.0,64.0,18.016010255315038,0.28150016023929747,20.0,30.0,,2,,,1.0,1.0,1.0,1.0,,,,TERMINATED,task_done,1,6567,167.04901957511902,39.244070291519165,162.0250000000197,18,103,130,5.2696471860163,163,0.0323291238405908,1,0,13,13,18,,,0
paper_density_scaling_revision,density,ours,ours,PushAround,ours,obstacle_count,45.0,1,density_scaling,8,800.0,20000,45,8.0,8.0,64.0,19.185423829344394,0.29977224733350616,20.0,30.0,,2,,,1.0,1.0,1.0,1.0,,,,TERMINATED,task_done,1,15019,272.1503257751465,43.795114040374756,373.19999999993445,27,139,184,5.827839867999501,214,0.027232896579436918,2,1,5,6,27,,,0
paper_density_scaling_revision,density,ours,ours,PushAround,ours,obstacle_count,45.0,2,density_scaling,8,800.0,20000,45,8.0,8.0,64.0,17.682856928684622,0.2762946395106972,20.0,30.0,,2,,,1.0,1.0,1.0,1.0,,,,TERMINATED,task_done,1,10314,292.51478266716003,60.560322284698486,256.3500000000407,24,133,161,3.8226082090113778,173,0.02209600120815825,2,1,3,4,24,,,0
